IATA,ICAO,Airline,Country/Region
,GWA,Great Western Air,United States
,HNA,Greek Navy,Greece
,GFF,Griffin Aviation,Cyprus
,GXA,Grixona,Moldova
,GZD,Grizodubova Air Company,Russia
,HTG,Grossmann Air Service,Austria
,GSJ,Grossmann Jet Service,Czech Republic
,GHV,Ground Handling Service de Mexico,Mexico
,GPM,Grup Air-Med,Spain
,EJC,Grupo De Aviación Ejecutiva,Mexico
,TAT,Grupo TACA,Costa Rica
,VMM,Grupo Vuelos Mediterraneo,Spain
,GMT,Grupo Aéreo Monterrey,Mexico
,GSY,Guard Systems,Norway
,GIJ,Guinea Airways,Guinea
,GNC,Guinea Cargo,Equatorial Guinea
,GEA,Guinea Ecuatorial Airlines,Equatorial Guinea
,GIQ,Guinee Paramount Airlines,Guinea
,CGH,Guizhou Airlines,China
,GUS,Guja,Mexico
,TSU,Gulf & Caribbean Cargo / Contract Air Cargo,United States
,GUF,Gulf African Airlines,The Gambia
,GAT,Gulf Air Inc,United States
,GCN,Gulf Central Airlines,United States
,SFY,Gulf Flite Center,United States
,GPC,Gulf Pearl Air Lines,Libya
,GLF,Gulfstream Aerospace,United States
,GFS,Gulfstream Airlines,United States
,GFT,Gulfstream International Airlines,United States
,GUL,Gull Air,United States
,GUM,Gum Air,Suriname
,GDH,Guneydogu Havacilik Isletmesi,Turkey
,GWN,Gwyn Aviation,United Kingdom
,AHT,HTA Helicopteros,Portugal
,ETI,H-Bird Aviation Services AB,Sweden
,HSN,"H.S.AVIATION CO., LTD.",Thailand
,HAY,Hamburg Airways,Germany
,HCK,Heli-Charter,United Kingdom
,HTB,Helix-Craft Aviation,Panama
,HAF,Hellenic Air Force,Greece
,HRN,Heron Luftfahrt,Germany
,HYP,Hyperion Aviation,Malta
,HFM,Hi Fly Malta,Malta
,HLA,HC Airlines,United Kingdom
,HWD,HPM Investments,United Kingdom
,KTR,HT Helikoptertransport,Sweden
,,Hacienda Airlines,United States
,FMS,Hadison Aviation,United States
,POW,Hagondale Limited,United Kingdom
,HLS,Haiti Air Freight,Haiti
,HTI,Haiti International Air,Haiti
,HRB,Haiti International Airline,Haiti
,HNR,Haiti National Airlines (HANA),Haiti
,HTN,Haiti North Airline,Haiti
,HTC,Haiti Trans Air,Haiti
,HBC,Haitian Aviation Line,Haiti
,HAJ,Hajvairy Airlines,Pakistan
,HKL,Hak Air,Nigeria
,HLH,Hala Air,Sudan
,HCV,Halcyonair,Cape Verde
,HJL,Hamlin Jet,United Kingdom
,HMM,Hamra Air,United Arab Emirates
,WVA,Hand D Aviation,United States
,HGR,Hangar 8,United Kingdom
,HGD,Hangard Aviation,Mongolia
,HAN,Hansung Airlines,Republic of Korea
,NBR,Haughey Air,United Kingdom
,PYN,Haverfordwest Air Charter Services,United Kingdom
,HAV,Havilah Air Services,Nigeria
,HKR,Hawk Air,Argentina
,HMX,Hawk De Mexico,Mexico
,HKI,Hawkaire,United States
,HZL,Hazelton Airlines,Australia
,HVL,Heavylift International,United Arab Emirates
,HDC,Helcopteros De Cataluna,Spain
,HCB,Helenair (Barbados),Barbados
,HCL,Helenair Corporation,Saint Lucia
,HHP,Helenia Helicopter Service,Denmark
,HLR,Heli Air Services,Bulgaria
,ALJ,Heli Ambulance Team,Austria
,HEB,Heli Bernina,Switzerland
,HFR,Heli France,France
,HYH,Heli Hungary,Hungary
,HLM,Heli Medwest De Mexico,Mexico
,HLI,Heli Securite,France
,HTP,Heli Trip,Mexico
,HLU,Heli Union Heli Prestations,France
,MCM,Heli-Air-Monaco,Monaco
,HHE,Heli-Holland,Netherlands
,HRA,Heli-Iberica,Spain
,HIF,Heli-Iberica Fotogrametria,Spain
,HIG,Heli-Inter Guyane,France
,HLK,Heli-Link,Switzerland
,HMC,Heliamerica De Mexico,Mexico
,HEA,Heliavia-Transporte Aéreo,Portugal
,CDY,Heliaviation Limited,United Kingdom
,HIB,Helibravo Aviacao,Portugal
,HLC,Helicap,France
,COV,Helicentre Coventry,United Kingdom
,HEL,Helicol,Colombia
,HCP,Helicopter,Czech Republic
,JKY,Helicopter & Aviation Services,United Kingdom
,MVK,Helicopter Training & Hire,United Kingdom
,HAP,Helicopteros Aero Personal,Mexico
,HAA,Helicopteros Agroforestal,Chile
,HNT,Helicopteros Internacionales,Mexico
,HEN,Helicópteros Y Vehículos Nacionales Aéreos,Mexico
,HHH,Helicsa,Spain
,HDR,Helikopterdrift,Norway
,SCO,Helikopterservice Euro Air,Sweden
,OCE,Heliocean,France
,HLP,Helipistas,Spain
,HPL,Heliportugal,Portugal
,HEC,Heliservicio Campeche,Mexico
,HSU,Helisul,Portugal
,HSI,Heliswiss,Switzerland
,HLT,Helitafe,Mexico
,HIT,Helitalia,Italy
,OFA,Helitaxi Ofavi,Mexico
,HLT,Helitours,Sri Lanka
,HTS,Helitrans Air Service,United States
,HLW,Heliworks,Chile
,HLG,Helog,Switzerland
,HMS,Hemus Air,Bulgaria
,HAC,Henebury Aviation,Australia
,SSH,Heritage Flight (Valley Air Services),United States
,MRX,Herman's Markair Express,United States
,HED,Heritage Aviation Developments,United Kingdom
,HHS,Hi-Jet Helicopter Services,Suriname
,HLB,High-Line Airways,Canada
,HWY,Highland Airways,United Kingdom
,HSH,Hispánica de Aviación,Spain
,HIS,Hispaniola Airways,Dominican Republic
,HGA,Hogan Air,United States
,NTH,Hokkaido Air System,Japan
,ABH,Hokuriki-Koukuu Company,Japan
,HIN,Holding International Group,Mexico
,HOL,Holiday Airlines (US Airline),United States
,HTR,Holstenair Lubeck,Germany
,HMV,Homac Aviation,Luxembourg
,HAS,Honduras Airlines,Honduras
,HEX,Honiara Cargo Express,Solomon Islands
,HPJ,Hop-A-Jet,United States
,KOK,Horizon Air Service,United States
,HSM,Horizon Air for Transport and Training,Libya
,HOR,Horizon Air-Taxi,Switzerland
,HPS,Horizon Plus,Bangladesh
,HUD,Horizons Unlimited,United States
,HOZ,Horizontes Aéreos,Mexico
,HDI,Hoteles Dinamicos,Mexico
,HHO,Houston Helicopters,United States
,GGV,Houston Jet Services,Austria
,OZU,Hozu-Avia,Kazakhstan
,HUB,Hub Airlines,United States
,HUS,Huessler Air Service,United States
,GMH,Hughes Aircraft Company,United States
,HUV,Hunair Hungarian Airlines,Hungary
,HUF,Hungarian Air Force,Hungary
,HYA,Hyack Air,Canada
,HYC,Hydro Air Flight Operations,South Africa
,HYD,Hydro-Québec,Canada
,HKB,Hawker Beechcraft,United States
,RPX,HD Air Ltd,United Kingdom
,SRD,HM Coastguard,United Kingdom
,SRG,HM Coastguard,United Kingdom
,WHR,Hummingbird Helicopter Service,United States
,IWL,Island Wings,Bahamas
,ICN,Iconair,Pakistan
,IAC,Interaviation Charter,Romania
,ITC,International Air Carrier Association,Belgium
,IDG,IDG Technology Air,Czech Republic
,IFL,IFL Group,United States
,RDE,II Lione Alato Arl,United Kingdom
,IJM,IJM International Jet Management,Austria
,IKK,IKI International Airlines,Japan
,IKN,IKON FTO,Germany
,BLU,IMP Aviation Services,Canada
,XGG,IMP Group Aviation Services,Canada
,IPA,IPEC Aviation,Australia
,IPM,IPM Europe,United Kingdom
,LVB,IRS Airlines,Nigeria
,ISD,ISD Avia,Ukraine
,FDF,IVV Femida,Russia
,IBR,Ibertour Servicios Aéreos,Spain
,IBT,Ibertrans Aérea,Spain
,IBC,Ibicenca Air,Spain
,AKI,Ibk-Petra,Sudan
,BBL,IBM Euroflight Operations,Switzerland
,YYY,ICAO,
,ICA,Icaro,Italy
,ICD,Icaro Air,Ecuador
,IUS,Icarus,Italy
,CIC,ICC Canada,Canada
,ICJ,Icejet,Iceland
,ICG,Icelandic Coast Guard,Iceland
,RAC,Icar Air,Bosnia and Herzegovina
,FRC,Icare Franche Compte,France
,IFM,Ifly,Greece
,IKR,Ikaros DK,Denmark
,CIO,Il Ciocco International Travel Service,Italy
,ILV,Il-Avia,Russia
,IDL,Ildefonso Redriguez,Mexico
,ILP,Ilpo Aruba Cargo,Aruba
,ILL,Ilyich-Avia,Ukraine
,IMR,Imaer,Portugal
,ITX,Imair Airlines,Azerbaijan
,PNX,Imperial Airways,United States
,IMG,Imperial Cargo Airlines,Ghana
,IMT,Imtrec Aviation,Cambodia
,IDP,Independent Air Freighters,Australia
,IIL,India International Airways,India
,IFC,Indian Air Force,India
,IDR,Indicator Company,Hungary
,IDA,Indonesia Air Transport,Indonesia
,IPN,Industri Pesawat Terbang Nusantara,Indonesia
,ITN,Industrias Titan,Spain
,FFI,Infinit Air,Spain
,INS,Inflite The Jet Centre,United Kingdom
,IVA,Innotech Aviation,Canada
,INC,Insel Air International,Netherlands Antilles
,ICC,Institut Cartogràfic de Catalunya,Spain
,INT,Intair,Canada
,INL,Intal Avia,Kyrgyzstan
,FFL,Intavia Limited,United Kingdom
,XRA,Intensive Air,South Africa
,ITW,Inter Air,Bulgaria
,INX,Inter Express,Turkey
,IIC,Inter Island Air Charter,Bahamas
,CAR,Inter RCA,Central African Republic
,NTT,Inter Tropic Airlines,Sierra Leone
,TCU,Inter Tropical Aviation,Suriname
,ITA,Inter-Air,United States
,ICN,Inter-Canadian,Canada
,UGL,Inter-Island Air,United States
,IMA,Inter-Mountain Airways,United States
,ITS,Inter-State Aviation,United States
,NTE,Interaire,Mexico
,IVT,Interaviatrans,Ukraine
,ICP,Intercopters,Spain
,IFT,Interflight,United Kingdom
,IJT,Interflight (Learjet),United Kingdom
,RFL,Interfly,Italy
,IFF,Interfreight Forwarding,Sudan
,IGN,Interguide Air,Nigeria
,ISN,Interisland Airlines,Philippines
,IWY,Interisland Airways Limited,Turks and Caicos Islands
,IHE,Interjet Helicopters,Greece
,IJW,Interjet Inc.,United States
,IAK,International Air Cargo Corporation,Egypt
,EXX,International Air Corporation,United States
,IAX,International Air Services,Liberia
,IBY,International Business Aircraft,United States
,ICS,International Charter Services,Mexico
,ICX,International Charter Xpress,United States
,RED,International Committee of the Red Cross,Switzerland
,IIG,"International Company for Transport, Trade and Public Works",Libya
,IFX,International Flight Training Academy,United States
,IJA,International Jet Aviation Services,United States
,HSP,International Jet Charter,United States
,THN,International Security Assistance Force,Canada
,RSQ,International SOS Windhoek,Namibia
,ISF,International Stabilisation Assistance Force,United Kingdom
,ITH,International Trans-Air,Nigeria
,IPT,Interport Corporation,United States
,IKY,Intersky Bulgary,Bulgaria
,ITU,Intervuelos,Mexico
,INV,Inversija,Latvia
,IND,Iona National Airways,Ireland
,IOA,Iowa Airways,United States
,IRB,Iranair Tours,Iran
,IRG,Iranian Naft Airlines,Iran
,BIS,Irbis Air,Kazakhstan
,IRL,Irish Air Corps,Ireland
,RDK,Irish Air Transport,Ireland
,XMR,Irish Aviation Authority,Ireland
,KCE,Irving Oil,Canada
,ISI,Island Air,Mexico
,ILF,Island Air Charters,United States
,XYZ,Island Air Express,United States
,ISA,Island Airlines,United States
,SOY,Island Aviation,Philippines
,DQA,Island Aviation Services,Maldives
,IOM,Island Aviation and Travel,United Kingdom
,MTP,Island Helicopters,United States
,ILC,ILAS Air,Japan
,IAJ,Islandair Jersey,United Kingdom
,ICB,Icebird Airline,Iceland
,IGS,Isle Grande Flying School,United States
,IOS,Isles of Scilly Skybus,United Kingdom
,IAI,Israel Aircraft Industries,Israel
,IAF,Israeli Air Force,Israel
,IST,Istanbul Airlines,Turkey
,IAM,Italian Air Force,Italy
,IEI,Italian Army,Italy
,GCI,Italian Coast Guard,Italy
,MMI,Italian Navy,Italy
,IFS,Italy First,Italy
,IVS,Ivoire Aero Services,Ivory Coast
,IVW,Ivoire Airways,Ivory Coast
,IJE,Ivoire Jet Express,Ivory Coast
,OIC,Iwamoto Crane Co Ltd,Japan
,IXR,Ixair,France
,IZA,Izhavia,Russia
,JTN,,United States
,JGJ,Jinggong Jet,China
,JNY,Journey Aviation,United States
,JKR,Justice Air Charter,United States
,JWD,Jayawijaya Dirgantara,Indonesia
,JCB,JCB (heavy equipment manufacturer),United Kingdom
,RFX,J P Hunt Air Carriers,United States
,JDA,JDAviation,United Kingdom
,JDP,JDP Lux,Luxembourg
,JHM,JHM Cargo Expreso,Costa Rica
,TQM,JM Family Aviation,United States
,JSJ,JS Air,Pakistan
,JES,JS Aviation,Mexico
,JCK,Jackson Air Services,Canada
,JAW,Jamahiriya Airways,Libya
,JMB,Jambo Africa Airlines,Democratic Republic of Congo
,WWW,Janet,United States
,FJX,Jet Sky Cargo and Air Charter,Kenya
,JAK,Jana-Arka,Kazakhstan
,JAX,Janair,United States
,JSV,Japan Aircraft Service,Japan
,JNY,Jenney Beechcraft,United States
,XLD,Jeppesen Data Plan,United States
,JPN,Jeppesen UK,United Kingdom
,JSI,Jet Air Group,Russia
,JTX,Jet Aspen Air Lines,United States
,BZF,Jet Aviation Business Jets,United States
,JAS,Jet Aviation Flight Services,United States
,JCF,Jet Center Flight Training,Spain
,JCT,Jet Charter,United States
,JCX,Jet Connection,Germany
,DWW,Jet Courier Service,United States
,JED,Jet East International,United States
,JEI,Jet Executive International Charter,Germany
,RZA,Jet Fighter Flights,Australia
,CFT,Jet Freighters,United States
,JGD,Jet G&D Aviation,Israel
,MJL,Jet Line International,Moldova
,JEK,Jet Link,Israel
,HTL,Jet Linx Aviation,United States
,JTL,Jet Linx Aviation,United States
,JNR,Jet Norte,Mexico
,JRN,Jet Rent,Mexico
,JDI,Jet Story,Poland
,JDI,Jet Story,Poland
,JSM,Jet Stream,Moldova
,VTB,Jet Stream Charter KFT.,Hungary
,JSS,Jet Stream International,Pakistan
,JTF,Jet Time,Finland
,JTC,Jet Trans Aviation,Ghana
,JTT,Jet-2000,Russia
,OPS,Jet-Ops,United Arab Emirates
,JSH,Jet-stream,Hungary
,JFU,Jet4You,Morocco
,OSW,JetAfrica Eswatini,Eswatini
,JMG,JetMagic,Ireland
,JMK,Jetmagic,Malta
,JAF,Jetairfly,Belgium
,JTL,Jetall Holdings,Canada
,JAG,Jetalliance,Austria
,QNZ,Jetconnect,New Zealand
,UEJ,Jetcorp,United States
,JCC,Jetcraft Aviation,Australia
,JXA,Jetex Aviation,Lebanon
,JEF,Jetflite,Finland
,JFL,Jetfly Airlines,Austria
,JFA,Jetfly Aviation,Luxembourg
,JIC,Jetgo International,Thailand
,JLX,Jetlink Express,Kenya
,JLH,Jetlink Holland,Netherlands
,JNL,JetNetherlands,Netherlands
,JNV,Jetnova de Aviación Ejecutiva,Spain
,JPO,Jetpro,Mexico
,MDJ,Jetran Air,Romania
,JRI,Jetrider International,United Kingdom
,JEJ,Jets Ejecutivos,Mexico
,JEP,Jets Personales,Spain
,JSE,Jets Y Servicios Ejecutivos,Mexico
,JXT,Jetstream Executive Travel,United Kingdom
,RSP,JetSuite,United States
,JPQ,Jett Paqueteria,Mexico
,JTN,Jet Test Intl.,United States
,JWY,Jetways of Iowa,United States
,JIB,Jibair,Djibouti
,JSW,Jigsaw Project,United Kingdom
,HKN,Jim Hankins Air Service,United States
,RAS,Jim Ratliff Air Service,United States
,JDG,Joanas Avialinijos,Lithuania
,JBR,Job Air,Czech Republic
,JHN,Johnson Air,United States
,JON,Johnsons Air,Ghana
,JMJ,Johnston Airways,United States
,JMM,Joint Military Commission,Sudan
,JMT,Jomartaxi Aereo,Mexico
,ODI,"Jonsson, H Air Taxi",Iceland
,JVK,Jorvik,Iceland
,ENZ,Jota Aviation,United Kingdom
,JNJ,Journey Jet,Thailand
,JUR,Ju-Air,Switzerland
,JFS,Juanda Flying School,Indonesia
,JUC,Juba Cargo Services & Aviation Company,Sudan
,DKE,Jubilee Airways,United Kingdom
,JSY,Jung Sky,Croatia
,MEY,Justair Scandinavia,Sweden
,DOJ,Justice Prisoner and Alien Transportation System,United States
,KSA,K S Avia,Latvia
,KCR,Kolob Canyons Air Services,United States
,KGZ,Kyrgyz Airlines,Kyrgyzstan
,KDC,K D Air Corporation,Canada
,KMI,K-Mile Air,Thailand
,KLH,KLM Helicopter,Netherlands
,KMC,Kahama Mining Corporation,Tanzania
,KES,Kallat El Saker Air Company,Libya
,KIZ,Kanaf-Arkia Airlines,Israel
,KHE,Kanfey Ha'emek Aviation,Israel
,KSU,Kansas State University,United States
,KRB,Karibu Airways Company,Tanzania
,KLG,Karlog Air Charter,Denmark
,KAJ,Karthago Airlines,Tunisia
,KAE,Kartika Airlines,Indonesia
,KTV,Kata Transportation,Sudan
,KTK,Katekavia,Russia
,KAT,Kato Airline,Norway
,XKA,Kavouras Inc,United States
,KRN,Kaz Agros Avia,Kazakhstan
,KAW,Kaz Air West,Kazakhstan
,KAO,Kazan Aviation Production Association,Russia
,KPH,Kazan Helicopters,Russia
,KKA,Kazavia,Kazakhstan
,KZS,Kazaviaspas,Kazakhstan
,JFK,Keenair Charter -,United Kingdom
,KLX,Kelix Air,Nigeria
,FKL,Kelner Airways,Canada
,KDA,Kendell Airlines,Australia
,KBA,Kenn Borek Air,Canada
,KAH,Kent Aviation,Canada
,KVS,Kevis,Kazakhstan
,FTP,Keystone Aerial Surveys,United States
,WKH,Kharkov Aircraft Manufacturing Company,Ukraine
,KHR,Khazar,Turkmenistan
,KHP,Khoezestan Photros Air Lines,Iran
,KRV,Khoriv-Avia,Ukraine
,KHY,Khyber Afghan Airlines,Afghanistan
,UAK,Kiev Aviation Plant,Ukraine
,KNG,King Aviation,United Kingdom
,BEZ,Kingfisher Air Services,United States
,KAS,Kingston Air Services,Canada
,KIP,Kinnarps,Sweden
,KNS,Kinshasa Airways,Democratic Republic of the Congo
,KTA,Kirov Air Enterprise,Russia
,KRA,Kiwi Regional Airlines,New Zealand
,KHX,Knighthawk Express,United States
,KGT,Knights Airlines,Nigeria
,KOA,Koanda Avacion,Spain
,OYE,Koda International,Nigeria
,KOM,Kom Activity,Netherlands
,KMA,Komiaviatrans State Air Enterprise,Russia
,KNM,Komsomolsk-on-Amur Air Enterprise,Russia
,KOB,Koob-Corp - 96 KFT,Hungary
,KMG,Kosmas Air,Serbia
,KSM,Kosmos,Russia
,KOS,Kosova Airlines,Serbia
,WOK,Kovar Air,Czech Republic
,KFC,Kremenchuk Flight College,Ukraine
,KRG,Krimaviamontag,Ukraine
,KRO,Kroonk Air Agency,Ukraine
,KYM,Krym,Ukraine
,OPC,Krystel Air Charter,United Kingdom
,KZA,Kurzemes Avio,Russia
,KBV,Kustbevakningen,Sweden
,QVR,Kvadro Aero,Kyrgyzstan
,KWN,Kwena Air,South Africa
,KTC,Kyrgyz Trans Avia,Kyrgyzstan
,DAM,Kyrgyzstan Department of Aviation,Kyrgyzstan
,KGB,Kyrgz General Aviation,Kyrgyzstan
,AOE,Livingstone Executive,Italy
,LZF,Lease Fly,Portugal
,LBR,Lepl Project Limited (Air Costa),India
,LHB,Liebherr Geschaeftreiseflugzeug,Germany
,LLD,Lloyd Aviation,Venezuela
,LGA,Logistic Air,Malaysia
,LGC,Legacy Air,Thailand
,JKA,LeTourneau University,United States
,LTY,Liberty Air,Netherlands
,LWL,Lowlevel,Portugal
,LAX,Laminar Air,Spain
,LAH,L A Helicopter,United States
,LJY,L J Aviation,United States
,LRB,L R Airlines,Czech Republic
,PHO,L&L Flygbildteknik,Sweden
,LEX,L'Express Airlines,United States
,FNT,L-3 Communications Flight International Aviation,United States
,LDE,LADE - Líneas Aéreas Del Estado,Argentina
,LNC,LAN Dominicana,Dominican Republic
,LSA,LANSA,Dominican Republic
,APT,"LAP Colombia - Líneas Aéreas Petroleras, S.A.",Colombia
,LCB,LC Busre,Peru
,JKA,LeTourneau University,United States
,JFC,LTV Jet Fleet Corporation,United States
,LUK,LUKoil-Avia,Russia
,ASK,La Ronge Aviation Services,Canada
,LVT,La Valenciana Taxi Aéreo,Mexico
,SKQ,Labcorp,United States
,LAL,Labrador Airways,Canada
,HCA,Lake Havasu Air Service,United States
,LKL,Lakeland Aviation,United States
,LKR,Laker Airways,United States
,LBH,Laker Airways (Bahamas),United States
,LMR,Lamra,Sudan
,TCR,Lanaes Aereas Trans Costa Rica,Costa Rica
,ISL,Landsflug,Iceland
,PAP,Langtry Flying Group,United Kingdom
,LZA,Lanza Air,Spain
,LZT,Lanzarote Aerocargo,Spain
,LKA,Lao Capricorn Air,Lao People's Democratic Republic
,LLL,Lao Skyway,Lao People's Democratic Republic
,LRD,Laredo Air,United States
,OTN,LASTP,São Tomé and Príncipe
,LTC,LatCharter,Latvia
,LAF,Latvian Air Force,Latvia
,LDI,Lauda Air Italy,Italy
,LEP,Laughlin Express,United States
,LSU,Laus,Croatia
,LAR,Lawrence Aviation,United States
,LAY,Layang-Layang Aerospace,Malaysia
,LPL,Lease-a-Plane International,United States
,LAT,Lebanese Air Transport (charter),Lebanon
,LAD,Lebanon Airport Development Corporation,United States
,LEB,Lebap,Turkmenistan
,LCA,Leconte Airlines,United States
,LGD,Legend Airlines,United States
,LWD,Leisure Air,United States
,LEN,Lentini Aviation,United States
,LOR,Leo-Air,South Africa
,LEL,Leonsa De Aviación,Spain
,LYW,Libyan Airlines,Libya
,LCR,Libyan Arab Air Cargo,Libya
,LIQ,Lid Air,Sweden
,LTA,LIFT Academy,United States
,LCG,Lignes Aeriennes Congolaises,Democratic Republic of the Congo
,LKD,Lignes Aeriennes Du Tchad,Chad
,LME,Lignes Mauritaniennes Air Express,Mauritania
,GCB,Lignes Nationales Aeriennes - Linacongo,Republic of the Congo
,GDQ,Lincoln Air National Guard,United States
,LRT,Lincoln Airlines,Australia
,LSY,Lindsay Aviation,United States
,NOT,Línea Aérea Costa Norte,Chile
,LMC,Línea Aérea Mexicana de Carga,Mexico
,NEG,Línea Aérea de Fumig Aguas Negras,Chile
,LSE,Línea De Aeroservicios,Chile
,TUY,Línea Turística Aereotuy,Venezuela
